Letter,Number,Color
fro,17,Purple
frp,25,Green
frq,48,Pink
frr,84,Cyan
frs,70,Gray
frt,31,Orange
fru,88,Gray
frv,58,Brown
frw,70,Cyan
frx,14,Red
fry,63,Black
frz,83,Orange
fsa,16,Cyan
fsb,58,Blue
fsc,38,Purple
fsd,75,Blue
fse,72,Yellow
fsf,30,Magenta
fsg,23,Black
fsh,99,Blue
fsi,2,Orange
fsj,7,Lavender
fsk,94,Red
fsl,18,Orange
fsm,11,White
fsn,55,Yellow
fso,68,Black
fsp,67,Brown
fsq,71,Pink
fsr,98,Cyan
fss,100,Lavender
fst,69,Orange
fsu,48,Black
fsv,15,Orange
fsw,69,Blue
fsx,96,Brown
fsy,80,Gray
fsz,98,Pink
fta,76,Cyan
ftb,66,Pink
ftc,67,Brown
ftd,88,Lavender
fte,79,Blue
ftf,19,White
ftg,73,Purple
fth,84,Green
fti,3,Red
ftj,69,Orange
ftk,32,Blue
ftl,20,White
ftm,76,Purple
ftn,64,Orange
fto,92,Yellow
ftp,46,Yellow
ftq,83,Magenta
ftr,88,Magenta
fts,96,Black
ftt,28,Orange
ftu,72,Lavender
ftv,78,Green
ftw,60,Turquoise
ftx,72,Orange
fty,67,Brown
ftz,78,Black
fua,7,Red
fub,8,Yellow
fuc,55,Red
fud,72,Gray
fue,48,Gray
fuf,90,White
fug,59,Pink
fuh,87,Pink
fui,21,Black
fuj,61,Brown
fuk,33,Turquoise
ful,33,Purple
fum,53,Blue
fun,14,Red
fuo,85,Gray
fup,24,Pink
fuq,66,Lavender
fur,69,White
fus,96,Green
fut,28,Pink
fuu,94,Orange
fuv,96,Cyan
fuw,20,Cyan
fux,55,Gray
fuy,34,Purple
fuz,77,Green
fva,16,Lavender
fvb,5,Blue
fvc,30,Pink
fvd,85,Purple
fve,3,Red
fvf,61,Lavender
fvg,35,Brown
fvh,86,Yellow
fvi,96,Magenta
fvj,6,Pink
fvk,7,Red
fvl,50,Black
fvm,20,Orange
fvn,38,Cyan
fvo,47,Brown
fvp,82,Gray
fvq,52,Purple
fvr,77,Turquoise
fvs,71,Blue
fvt,40,Lavender
fvu,4,Brown
fvv,49,Turquoise
fvw,28,Orange
fvx,58,Turquoise
fvy,52,Brown
fvz,83,Brown
fwa,17,Yellow
fwb,53,Gray
fwc,69,Red
fwd,32,Gray
fwe,80,Brown
fwf,8,Orange
fwg,57,Magenta
fwh,21,Pink
fwi,75,Gray
fwj,63,Turquoise
fwk,56,Yellow
fwl,13,Turquoise
fwm,76,Black
fwn,25,Lavender
fwo,52,Brown
fwp,79,Cyan
fwq,67,Magenta
fwr,85,Orange
fws,11,Blue
fwt,30,Black
fwu,97,White
fwv,1,Lavender
fww,46,Turquoise
fwx,92,Black
fwy,98,Yellow
fwz,90,Gray
fxa,51,Green
fxb,1,Cyan
fxc,50,Purple
fxd,81,Lavender
fxe,1,Purple
fxf,69,Brown
fxg,3,White
fxh,51,Turquoise
fxi,46,Brown
fxj,54,Turquoise
fxk,47,Black
fxl,98,Turquoise
fxm,84,White
fxn,88,Blue
fxo,23,Pink
fxp,37,Brown
fxq,10,Blue
fxr,88,Gray
fxs,73,Pink
fxt,92,Red
fxu,51,Black
fxv,97,Black
fxw,31,Lavender
fxx,29,Lavender
fxy,67,Yellow
fxz,34,Cyan
fya,87,Orange
fyb,82,Gray
fyc,96,Yellow
fyd,70,Brown
fye,79,Red
fyf,28,Gray
fyg,34,Cyan
fyh,52,Red
fyi,27,Turquoise
fyj,34,Gray
fyk,74,White
fyl,72,Lavender
fym,76,Turquoise
fyn,19,Black
fyo,89,Black
fyp,88,Brown
fyq,27,Lavender
fyr,56,White
fys,2,Lavender
fyt,25,Gray
fyu,61,Purple
fyv,20,Lavender
fyw,35,Turquoise
fyx,30,Pink
fyy,58,Magenta
fyz,70,White
fza,23,Pink
fzb,8,White
fzc,34,Brown
fzd,24,Green
fze,48,Blue
fzf,19,Blue
fzg,57,White
fzh,26,Magenta
fzi,51,Yellow
fzj,26,White
fzk,26,Pink
fzl,99,Green
fzm,53,Yellow
fzn,83,Black
fzo,42,Pink
fzp,0,Brown
fzq,66,White
fzr,37,Turquoise
fzs,42,Lavender
fzt,81,Magenta
fzu,89,Red
fzv,47,Red
fzw,89,Pink
fzx,3,Gray
fzy,77,Red
fzz,57,Red
gaa,35,White
gab,34,Red
gac,38,White
gad,83,Blue
gae,50,Gray
gaf,26,Brown
gag,4,Red
gah,40,Brown
gai,69,Green
gaj,15,Red
gak,95,Blue
gal,53,Cyan
gam,73,Blue
gan,93,Lavender
gao,6,White
gap,67,Red
gaq,5,Red
gar,16,Black
gas,13,Cyan
gat,80,White
gau,3,Purple
gav,35,Orange
gaw,36,Turquoise
gax,56,Magenta
gay,49,Blue
gaz,94,Blue
gba,97,Brown
gbb,41,Turquoise
gbc,84,Gray
gbd,70,Purple
gbe,96,Gray
gbf,31,Black
gbg,67,Green
gbh,96,Red
gbi,66,Blue
gbj,57,Magenta
gbk,21,Gray
gbl,84,Pink
gbm,99,Red
gbn,36,Pink
gbo,34,Black
gbp,24,Blue
gbq,55,White
gbr,18,Orange
gbs,64,Gray
gbt,37,Red
gbu,7,Gray
gbv,100,Lavender
gbw,67,Black
gbx,22,White
gby,92,Brown
gbz,31,Pink
gca,1,Turquoise
gcb,95,Yellow
gcc,56,Yellow
gcd,1,Green
gce,90,Red
gcf,73,Cyan
gcg,69,Yellow
gch,69,Lavender
gci,33,Brown
gcj,58,Gray
gck,82,Cyan
gcl,6,Turquoise
gcm,16,Turquoise
gcn,86,Cyan
gco,35,Lavender
gcp,56,Brown
gcq,73,Black
gcr,17,Magenta
gcs,66,Lavender
gct,67,Red
gcu,79,Pink
gcv,48,Black
gcw,16,Purple
gcx,36,Blue
gcy,37,Brown
gcz,58,Cyan
gda,18,Purple
gdb,71,Green
gdc,38,Black
gdd,50,Blue
gde,96,Magenta
gdf,90,Blue
gdg,75,Black
gdh,71,Red
gdi,33,Green
gdj,67,Red
gdk,4,Red
gdl,34,Black
gdm,56,Orange
gdn,32,Turquoise
gdo,71,Green
gdp,65,Purple
gdq,35,Yellow
gdr,70,Green
gds,84,Lavender
gdt,98,Purple
gdu,37,Black
gdv,25,Black
gdw,61,Red
gdx,85,Pink
gdy,49,Blue
gdz,25,Pink
gea,70,Lavender
geb,73,Brown
gec,17,Turquoise
ged,48,Lavender
gee,91,Green
gef,3,White
geg,27,Cyan
geh,75,Red
gei,94,Red
gej,19,Gray
gek,12,Brown
gel,4,Blue
gem,18,Black
gen,83,Purple
geo,40,Lavender
gep,50,Pink
geq,52,Green
ger,32,Pink
ges,68,Orange
get,45,Gray
geu,100,Magenta
gev,57,Blue
gew,61,Turquoise
gex,100,Pink
gey,31,Red
gez,21,Gray
gfa,21,White
gfb,24,Cyan
gfc,57,Brown
gfd,91,Purple
gfe,91,Brown
gff,92,Green
gfg,14,Orange
gfh,60,Cyan
gfi,55,Gray
gfj,72,Brown
gfk,35,Blue
gfl,74,Cyan
gfm,90,Turquoise
gfn,9,Blue
gfo,4,Brown
gfp,98,Magenta
gfq,77,Brown
gfr,77,Cyan
gfs,82,Turquoise
gft,81,Cyan
gfu,45,Orange
gfv,7,Pink
gfw,23,Red
gfx,31,Brown
gfy,83,Yellow
gfz,9,Brown
gga,17,Brown
ggb,76,Pink
ggc,64,Black
ggd,49,Gray
gge,39,Pink
ggf,40,Orange
ggg,65,Brown
ggh,1,Cyan
ggi,41,Green
ggj,91,Lavender
ggk,7,Lavender
ggl,69,Blue
ggm,13,Blue
ggn,36,Purple
ggo,97,Gray
ggp,58,Green
ggq,24,Magenta
ggr,66,Magenta
ggs,51,Cyan
ggt,93,Yellow
ggu,87,White
ggv,31,Brown
ggw,1,Lavender
ggx,51,Red
ggy,72,Black
ggz,100,Gray
gha,55,Turquoise
ghb,20,Magenta
ghc,63,White
ghd,46,White
ghe,81,Turquoise
ghf,47,Black
ghg,40,Green
ghh,95,Orange
ghi,59,Blue
ghj,32,Pink
ghk,41,Gray
ghl,25,Lavender
ghm,34,Blue
ghn,73,Lavender
gho,66,Red
ghp,40,Red
ghq,6,Red
ghr,36,Turquoise
ghs,46,Red
ght,82,Brown
ghu,41,Magenta
ghv,20,Lavender
ghw,65,Turquoise
ghx,91,Lavender
ghy,40,Green
ghz,34,Gray
gia,71,Blue
gib,43,Magenta
gic,51,Magenta
gid,90,Pink
gie,4,Gray
gif,83,Yellow
gig,73,Cyan
gih,86,Red
gii,38,White
gij,3,Orange
gik,25,Turquoise
gil,33,Purple
gim,41,Magenta
gin,0,Orange
gio,89,Cyan
gip,100,White
giq,77,Lavender
gir,55,Turquoise
gis,62,Orange
git,86,Blue
giu,84,Turquoise
giv,14,Blue
giw,20,Orange
gix,9,Magenta
giy,0,Purple
giz,10,Red
gja,45,Magenta
gjb,75,Purple
gjc,6,Lavender
gjd,4,Purple
gje,56,Pink
gjf,98,Gray
gjg,95,Turquoise
gjh,85,Brown
gji,22,Cyan
gjj,19,Lavender
gjk,67,Cyan
gjl,54,Green
gjm,74,Magenta
gjn,6,Green
gjo,68,Pink
gjp,94,Brown
gjq,96,White
gjr,25,White
gjs,66,Blue
gjt,75,Blue
gju,27,Yellow
gjv,81,Purple
gjw,74,Brown
gjx,34,Black
gjy,80,Turquoise
gjz,5,White
gka,24,Magenta
gkb,76,Brown
gkc,73,Orange
gkd,92,Pink
gke,9,Turquoise
gkf,17,Turquoise
gkg,55,Yellow
gkh,37,Black
gki,73,Yellow
gkj,79,Green
gkk,48,Purple
gkl,10,Blue
gkm,96,Blue
gkn,76,Green
gko,14,Black
gkp,65,Cyan
gkq,96,Pink
gkr,95,White
gks,3,Cyan
gkt,89,Red
gku,75,Cyan
gkv,56,Gray
gkw,79,Green
gkx,35,Green
gky,71,Lavender
gkz,51,Purple
gla,13,Pink
glb,64,Purple
glc,13,Black
gld,34,Green
gle,57,Black
glf,55,Cyan
glg,9,Turquoise
glh,52,Gray
gli,39,Pink
glj,81,Yellow
glk,0,Magenta
gll,70,Yellow
glm,56,Brown
gln,81,Brown
glo,26,Pink
glp,73,Lavender
glq,14,Gray
glr,23,Orange
gls,60,Turquoise
glt,31,Turquoise
glu,64,Lavender
glv,40,Red
glw,5,Orange
glx,15,Cyan
gly,37,Red
glz,50,White
gma,74,Magenta
gmb,22,Blue
gmc,46,Red
gmd,12,Red
gme,5,Cyan
gmf,11,Yellow
gmg,60,Green
gmh,2,Cyan
gmi,51,White
gmj,48,Yellow
gmk,31,White
gml,34,Purple
gmm,44,Green
gmn,81,Magenta
gmo,50,Cyan
gmp,6,Magenta
gmq,15,Black
gmr,89,White
gms,98,Yellow
gmt,8,Black
gmu,83,Yellow
gmv,7,Yellow
gmw,97,Lavender
gmx,78,White
gmy,67,Purple
gmz,36,Orange
gna,27,Gray
gnb,93,Purple
gnc,31,White
gnd,71,Blue
gne,51,White
gnf,1,Cyan
gng,40,Orange
gnh,81,Blue
gni,61,Yellow
gnj,17,Gray
gnk,39,Gray
gnl,59,White
gnm,77,Orange
gnn,57,White
gno,28,Lavender
gnp,8,Lavender
gnq,77,Turquoise
gnr,38,Magenta
gns,99,Purple
gnt,1,Orange
gnu,59,Black
gnv,14,Purple
gnw,53,Black
gnx,10,Brown
gny,88,Pink
gnz,6,Red
goa,75,Purple
gob,22,Green
goc,20,Cyan
god,17,Blue
goe,3,Turquoise
gof,30,Green
gog,83,Lavender
goh,90,Pink
goi,58,Red
goj,65,Yellow
gok,97,Purple
gol,7,White
gom,67,Cyan
gon,93,Lavender
goo,76,Purple
gop,51,White
goq,5,Pink
gor,1,Blue
gos,68,Turquoise
got,73,Magenta
gou,55,Orange
gov,65,Brown
gow,86,Brown
gox,18,Lavender
goy,32,Black
goz,31,Black
gpa,17,Red
gpb,55,Orange
gpc,57,Magenta
gpd,100,Red
gpe,44,Purple
gpf,48,White
gpg,62,Brown
gph,98,Lavender
gpi,80,Blue
gpj,32,Black
gpk,81,Pink
gpl,60,Blue
gpm,20,Magenta
gpn,87,Yellow
gpo,90,White
gpp,28,Turquoise
gpq,94,Green
gpr,29,Black
gps,0,Purple
gpt,35,Blue
gpu,74,Blue
gpv,88,Black
gpw,35,Cyan
gpx,35,Orange
gpy,23,Red
gpz,66,Brown
gqa,88,Green
gqb,80,Red
gqc,93,Gray
gqd,6,Pink
gqe,91,Red
gqf,100,Blue
gqg,31,Lavender
gqh,58,Blue
gqi,31,Lavender
gqj,35,Gray
gqk,61,Green
gql,68,Brown
gqm,18,Red
gqn,83,Orange
gqo,95,White
gqp,55,Purple
gqq,100,Red
gqr,83,Turquoise
gqs,85,Pink
gqt,22,Magenta
gqu,83,Gray
gqv,77,White
gqw,66,Turquoise
gqx,43,Pink
gqy,64,Magenta
gqz,78,Orange
gra,23,Black
grb,81,Pink
grc,42,Black
grd,20,Black
gre,47,Turquoise
grf,42,Pink
grg,74,White
grh,52,White
gri,69,Gray
grj,72,Lavender
grk,86,Brown
grl,76,Cyan
grm,18,Orange
grn,27,Turquoise
gro,90,Gray
grp,41,Pink
grq,40,Pink
grr,25,Orange
grs,48,Pink
grt,70,Purple
gru,18,Blue
grv,10,Red
grw,98,Pink
grx,47,Turquoise
gry,10,Orange
grz,14,White
gsa,63,Turquoise
gsb,25,Magenta
gsc,49,Pink
gsd,20,Brown
gse,79,White
gsf,20,Cyan
gsg,23,Orange
gsh,99,Red
gsi,98,Orange
gsj,37,Green
gsk,44,Cyan
gsl,46,Pink
gsm,21,Black
gsn,63,Red
gso,76,White
gsp,90,Turquoise
gsq,60,Red
gsr,37,Magenta
gss,32,Blue
gst,62,Yellow
gsu,49,Purple
gsv,86,Brown
gsw,8,Magenta
gsx,5,Black
gsy,67,Orange
gsz,13,Gray
gta,38,Magenta
gtb,32,Purple
gtc,58,Yellow
gtd,7,Red
gte,44,Lavender
gtf,60,Purple
gtg,49,Blue
gth,72,White
gti,19,Magenta
gtj,55,Magenta
gtk,8,Gray
gtl,43,Turquoise
gtm,27,Pink
gtn,0,White
gto,87,Cyan
gtp,62,Red
gtq,61,Magenta
gtr,77,Blue
gts,0,Black
gtt,100,Green
gtu,74,Red
gtv,59,Yellow
gtw,1,White
gtx,64,Orange
gty,37,White
gtz,26,Yellow
gua,77,Lavender
gub,74,White
guc,78,Pink
gud,29,Cyan
gue,26,Yellow
guf,19,Purple
gug,92,Lavender
guh,11,Purple
gui,80,Orange
guj,85,Orange
guk,95,Lavender
gul,58,Black
gum,82,Purple
gun,96,Brown
guo,66,Yellow
gup,98,Lavender
guq,82,Gray
gur,8,Purple
gus,2,Lavender
gut,79,Lavender
guu,5,Black
guv,24,Brown
guw,29,Pink
gux,71,White
guy,81,Blue
guz,94,Gray
gva,22,White
gvb,67,Purple
gvc,99,Blue
gvd,45,White
gve,88,Brown
gvf,72,Blue
gvg,11,Black
gvh,64,Magenta
gvi,27,Brown
gvj,28,Orange
gvk,70,Blue
gvl,6,Blue
gvm,59,Purple
gvn,59,Purple
gvo,58,Lavender
gvp,72,Orange
gvq,88,Brown
gvr,73,Brown
gvs,32,Turquoise
gvt,63,Blue
gvu,58,Gray
gvv,35,Magenta
gvw,24,Gray
gvx,58,Purple
gvy,89,Yellow
gvz,50,Pink
gwa,39,Red
gwb,46,Pink
gwc,45,Gray
gwd,73,Blue
gwe,14,Orange
gwf,28,Gray
gwg,36,Cyan
gwh,79,White
gwi,72,Turquoise
gwj,99,Magenta
gwk,34,Black
gwl,35,Cyan
gwm,83,Brown
gwn,51,Turquoise
gwo,79,Brown
gwp,66,Lavender
gwq,45,Black
gwr,80,Pink
gws,96,Yellow
gwt,65,Gray
gwu,2,Turquoise
gwv,34,Purple
gww,68,Turquoise
gwx,14,Black
gwy,26,Black
gwz,58,Green
gxa,70,Lavender
gxb,16,Brown
gxc,25,Green
gxd,80,Green
gxe,21,Pink
gxf,4,Magenta
gxg,48,Blue
gxh,60,Brown
gxi,56,Lavender
gxj,17,Red
gxk,65,Orange
gxl,18,Brown
gxm,44,Magenta
gxn,4,Green
gxo,15,Cyan
gxp,55,Orange
gxq,18,Brown
gxr,100,Black
gxs,7,Orange
gxt,37,Orange
gxu,25,Cyan
gxv,12,Lavender
gxw,27,Gray
gxx,83,Purple
gxy,98,White
gxz,65,Gray
gya,4,Green
gyb,21,Pink
gyc,2,Lavender
gyd,57,Magenta
gye,56,Pink
gyf,9,Blue
gyg,56,Yellow
gyh,67,Black
gyi,38,Magenta
gyj,69,White
gyk,8,Cyan
gyl,3,Magenta
gym,17,Blue
gyn,36,Turquoise
gyo,16,Brown
gyp,3,Green
gyq,75,Blue
gyr,21,Cyan
gys,87,Black
gyt,38,Yellow
gyu,17,Black
gyv,89,Purple
gyw,70,Magenta
gyx,93,Turquoise
gyy,93,Black
gyz,32,Cyan
gza,0,Green
gzb,94,Turquoise
gzc,24,Red
gzd,22,Cyan
gze,80,Orange
gzf,90,Blue
gzg,25,Blue
gzh,1,Purple
gzi,3,Green
gzj,91,White
gzk,32,Green
gzl,17,Blue
gzm,77,Gray
gzn,95,Lavender
gzo,12,Orange
gzp,86,White
gzq,61,Purple
gzr,4,Yellow
gzs,1,Cyan
gzt,40,Blue
gzu,100,Orange
gzv,92,Pink
gzw,24,Pink
gzx,64,Red
gzy,0,Red
gzz,63,White
haa,60,White
hab,75,Pink
hac,25,Pink
had,95,Pink
hae,80,Cyan
haf,56,Orange
hag,51,Orange
hah,96,Lavender
hai,74,Lavender
haj,53,Turquoise
hak,11,Lavender
hal,0,Yellow
ham,30,Orange
han,32,Black
hao,48,Cyan
hap,50,Gray
haq,91,Brown
har,52,Purple
has,38,Gray
hat,13,Yellow
hau,29,Purple
hav,28,Lavender
haw,52,Turquoise
hax,46,Blue
hay,55,Orange
haz,84,Purple
hba,96,Purple
hbb,99,Gray
hbc,14,Yellow
hbd,77,Green
hbe,62,Red
hbf,81,Gray
hbg,38,White
hbh,92,Pink
hbi,58,Green
hbj,3,Gray
hbk,2,Pink
hbl,52,White
hbm,31,Red
hbn,69,Black
hbo,82,White
hbp,99,Magenta
hbq,77,Gray
hbr,21,Black
hbs,44,Green
hbt,8,Black
hbu,90,Lavender
hbv,84,White
hbw,20,Black
hbx,71,Brown
hby,89,Cyan
hbz,100,Cyan
hca,41,Yellow
hcb,8,Turquoise
hcc,50,Brown
hcd,30,Yellow
hce,73,Black
hcf,76,Lavender
hcg,28,Gray
hch,4,Cyan
hci,13,Lavender
hcj,64,Brown
hck,11,Magenta
hcl,29,Cyan
hcm,84,Green
hcn,16,Yellow
hco,6,Gray
hcp,95,Gray
hcq,2,Blue
hcr,31,Green
hcs,18,Green
hct,79,Yellow
hcu,59,Green
hcv,52,Brown
hcw,67,Black
hcx,74,Magenta
hcy,62,White
hcz,40,Blue
hda,94,Black
hdb,52,Turquoise
hdc,73,Brown
hdd,39,Red
hde,0,Yellow
hdf,71,Turquoise
hdg,30,Black
hdh,68,Lavender
hdi,10,Turquoise
hdj,44,White
hdk,47,Yellow
hdl,77,Purple
hdm,77,Orange
hdn,73,Brown
hdo,52,Green
hdp,12,Lavender
hdq,36,Brown
hdr,55,Lavender
hds,91,Turquoise
hdt,33,Turquoise
hdu,13,Yellow
hdv,92,Blue
hdw,60,Gray
hdx,64,Yellow
hdy,36,Cyan
hdz,12,Orange
hea,33,Brown
heb,34,Magenta
hec,73,Orange
hed,35,Blue
hee,4,Gray
hef,57,Gray
heg,85,Green
heh,58,Magenta
hei,43,Gray
hej,91,Brown
hek,96,Gray
hel,68,Magenta
hem,15,Red
hen,31,Red
heo,40,Lavender
hep,83,Blue
heq,92,Yellow
her,85,White
hes,95,Yellow
het,60,Purple
heu,7,Orange
hev,11,Green
hew,38,Cyan
hex,23,Purple
hey,66,Red
hez,19,White
hfa,75,White
hfb,42,Magenta
hfc,58,Yellow
hfd,8,Lavender
hfe,86,Magenta
hff,71,Gray
hfg,20,Red
hfh,87,Lavender
hfi,82,Yellow
hfj,40,Blue
hfk,54,White
hfl,20,Pink
hfm,86,Blue
hfn,95,Gray
hfo,50,Blue
hfp,91,Red
hfq,69,Purple
hfr,32,Gray
hfs,56,Gray
hft,91,Pink
hfu,43,Cyan
hfv,72,Yellow
hfw,47,Cyan
hfx,76,Magenta
hfy,49,Green
hfz,17,Pink
hga,99,Yellow
hgb,73,White
hgc,24,Brown
hgd,54,Brown
hge,28,Gray
hgf,71,Magenta
hgg,46,Purple
hgh,16,Green
hgi,31,Turquoise
hgj,73,Yellow
hgk,68,Cyan
hgl,0,Yellow
hgm,52,Blue
hgn,29,Purple
hgo,79,Blue
hgp,6,Turquoise
hgq,39,Red
hgr,1,Magenta
hgs,32,Yellow
hgt,23,Brown
hgu,88,Orange
hgv,15,Lavender
hgw,66,Cyan
hgx,4,Blue
hgy,9,Orange
hgz,78,Cyan
hha,16,Brown
hhb,45,Yellow
hhc,32,Turquoise
hhd,68,Purple
hhe,62,Red
hhf,34,Blue
hhg,55,Yellow
hhh,86,Blue
hhi,41,Green
hhj,42,White
hhk,69,Black
hhl,42,Red
hhm,52,Purple
hhn,66,Brown
hho,55,Brown
hhp,50,White
hhq,86,Red
hhr,16,Brown
hhs,86,Brown
hht,9,Brown
hhu,5,Red
hhv,20,Red
hhw,30,Orange
hhx,2,Green
hhy,74,Black
hhz,67,Magenta
hia,12,Cyan
hib,26,White
hic,11,Orange
hid,76,White
hie,92,Brown
hif,16,Yellow
hig,4,White
hih,86,Black
hii,14,Purple
hij,13,Blue
hik,34,Blue
hil,67,Cyan
him,63,Blue
hin,51,Turquoise
hio,21,Black
hip,72,Green
hiq,57,Cyan
hir,9,Gray
his,49,Black
hit,96,Blue
hiu,91,Blue
hiv,39,Red
hiw,16,Magenta
hix,45,Brown
hiy,9,Lavender
hiz,9,Brown
hja,8,Black
hjb,23,Orange
hjc,84,Cyan
hjd,84,White
hje,19,Brown
hjf,85,Blue
hjg,11,Lavender
hjh,82,Gray
hji,31,Red
hjj,45,Black
hjk,11,Blue
hjl,78,Black
hjm,21,Pink
hjn,73,Blue
hjo,54,Yellow
hjp,27,Purple
hjq,96,White
hjr,86,Yellow
hjs,13,Cyan
hjt,47,Black
hju,71,Purple
hjv,97,Yellow
hjw,4,Cyan
hjx,50,Yellow
hjy,2,Black
hjz,71,Red
hka,92,Turquoise
hkb,22,Orange
hkc,0,Green
hkd,100,Red
hke,23,Yellow
hkf,68,Blue
hkg,6,White
hkh,56,Blue
hki,7,Gray
hkj,79,Blue
hkk,95,Magenta
hkl,63,Pink
hkm,58,Orange
hkn,41,Gray
hko,60,Orange
hkp,94,Pink
hkq,36,Pink
hkr,52,Red
hks,73,Blue
hkt,29,Orange
hku,0,Orange
hkv,86,Gray
hkw,37,Cyan
hkx,67,Turquoise
hky,82,Brown
hkz,71,Yellow
hla,60,Magenta
hlb,21,Brown
hlc,0,Yellow
hld,72,Green
hle,51,Yellow
hlf,51,Orange
hlg,68,Cyan
hlh,95,Yellow
hli,96,Black
hlj,7,Blue
hlk,47,Red
hll,44,Lavender
hlm,33,Gray
hln,79,Brown
hlo,24,Gray
hlp,16,Turquoise
hlq,88,Purple
hlr,50,Black
hls,26,Orange
hlt,60,Green
hlu,2,Gray
hlv,4,Pink
hlw,66,Cyan
hlx,12,Red
hly,10,Turquoise
hlz,9,Purple
hma,63,Gray
hmb,2,Pink
hmc,9,Pink
hmd,14,Turquoise
hme,89,Blue
hmf,3,Yellow
hmg,88,Magenta
hmh,79,Brown
hmi,35,Turquoise
hmj,67,Green
hmk,55,Orange
hml,14,Cyan
hmm,51,Lavender
hmn,83,Yellow
hmo,96,Red
hmp,81,Turquoise
hmq,3,Lavender
hmr,67,Lavender
hms,30,Pink
hmt,56,Orange
hmu,85,Pink
hmv,13,Purple
hmw,21,Gray
hmx,33,Purple
hmy,50,White
hmz,41,Black
hna,69,Orange
hnb,48,Lavender
hnc,92,Gray
hnd,87,Orange
hne,31,Brown
hnf,15,White
hng,52,Cyan
hnh,44,Red
hni,57,Yellow
hnj,93,Gray
hnk,9,Turquoise
hnl,18,Yellow
hnm,17,Cyan
hnn,17,Brown
hno,26,Green
hnp,31,Purple
hnq,53,Green
hnr,50,White
hns,18,Yellow
hnt,76,Blue
hnu,33,Red
hnv,56,Brown
hnw,12,Gray
hnx,89,Purple
hny,42,Blue
hnz,82,Magenta
hoa,99,Magenta
hob,54,Gray
hoc,87,Red
hod,3,Purple
hoe,4,Orange
hof,55,Magenta
hog,72,Black
hoh,63,Lavender
hoi,22,Lavender
hoj,53,Orange
hok,37,Purple
hol,67,Gray
hom,1,Lavender
hon,21,Turquoise
hoo,35,Green
hop,39,Pink
hoq,63,White
hor,72,Magenta
hos,95,Brown
hot,84,Pink
hou,42,Gray
hov,5,Red
how,32,Orange
hox,40,Gray
hoy,40,White
hoz,64,Brown
hpa,52,Brown
hpb,35,Cyan
hpc,10,Green
hpd,24,Pink
hpe,82,Orange
hpf,9,Orange
hpg,32,Yellow
hph,89,Orange
hpi,5,Green
hpj,63,Red
hpk,83,Gray
hpl,65,White
hpm,72,Gray
hpn,28,Blue
hpo,59,Orange
hpp,74,Magenta
hpq,99,Black
hpr,28,Magenta
hps,36,Gray
hpt,37,Lavender
hpu,91,White
hpv,39,Gray
hpw,38,Orange
hpx,4,Turquoise
hpy,62,Magenta
hpz,11,Red
hqa,16,Orange
hqb,98,Magenta
hqc,35,Red
hqd,61,Orange
hqe,57,Yellow
hqf,17,Lavender
hqg,96,Cyan
hqh,46,Yellow
hqi,35,Red
hqj,71,Purple
hqk,50,Green
hql,47,Gray
hqm,74,Pink
hqn,72,White
hqo,12,Purple
hqp,13,Brown
hqq,25,Black
hqr,6,Turquoise
hqs,56,Black
hqt,80,Purple
hqu,98,Black
hqv,40,Purple
hqw,29,Gray
hqx,85,Brown
hqy,83,Orange
hqz,88,Pink
hra,18,Yellow
hrb,51,Green
hrc,4,Black
hrd,91,Red
hre,18,Purple
hrf,61,Purple
hrg,71,White
hrh,60,Green
hri,73,White
hrj,29,Gray
hrk,53,Black
hrl,2,Cyan
hrm,82,Gray
hrn,88,Purple
hro,1,Magenta
hrp,73,Cyan
hrq,33,White
hrr,12,Brown
hrs,77,Cyan
hrt,71,Lavender
hru,62,Purple
hrv,11,Pink
hrw,48,White
hrx,68,Blue
hry,78,Pink
hrz,37,Gray
hsa,16,Green
hsb,100,Orange
hsc,35,Brown
hsd,73,Cyan
hse,70,Black
hsf,45,Brown
hsg,9,Turquoise
hsh,62,White
hsi,29,Black
hsj,57,Gray
hsk,14,Yellow
hsl,27,Green
hsm,61,White
hsn,8,Gray
hso,25,Pink
hsp,79,Cyan
hsq,54,Black
hsr,83,Yellow
hss,69,Black
hst,84,Blue
hsu,69,Blue
hsv,25,Cyan
hsw,74,Red
hsx,82,Yellow
hsy,41,Pink
hsz,90,Blue
hta,48,Yellow
htb,100,Orange
htc,10,Brown
htd,83,White
hte,89,White
htf,51,Cyan
htg,38,Gray
hth,30,Orange
hti,4,Black
htj,3,Pink
htk,43,Green
htl,78,White
htm,35,Orange
htn,61,Yellow
hto,97,Cyan
htp,74,Black
htq,7,Pink
htr,46,Red
hts,30,White
htt,7,Blue
htu,18,Brown
htv,94,Purple
htw,52,Blue
htx,98,Red
hty,38,Purple
htz,27,Red
hua,94,Turquoise
hub,95,Lavender
huc,18,Blue
hud,2,Gray
hue,60,Brown
huf,59,Red
hug,65,Purple
huh,49,Green
hui,95,Brown
huj,36,Gray
huk,68,Cyan
hul,7,Red
hum,88,Purple
hun,64,White
huo,62,Black
hup,19,Lavender
huq,90,Yellow
hur,93,Black
hus,84,Black
hut,27,Brown
huu,73,Magenta
huv,30,Purple
huw,97,Purple
hux,14,Green
huy,68,Orange
huz,72,Brown
hva,45,Green
hvb,87,Yellow
hvc,75,White
hvd,67,Gray
